	14 16		45.76  43.7   373  0.779
	14 17		5.75   34.99  130  0.97 
	14 18		31.84  48.85  415  0.883
	14 19		11.88  48.84  469  0.963
	14 20		39.58  13.84  267  0.691
	14 21		25.43  41.82  451  0.484
	14 22		11.24  18.39  339  0.882
	14 23		39.07  39.88  450  0.009
	14 24		10.03  47.59  347  0.235
	14 25		9.38   15.83  251  0.953
	14 26		49.41  45.86  272  0.9  
	14 27		28.98  35.72  449  0.16 
	14 28		36.06  30.17  310  0.342
	14 29		24.85  32.32  350  0.487
	14 30		15.72  13.44  167  0.029
	14 31		21.2   44.26  379  0.244
	14 32		16.15  37.66  451  0.639
	14 33		6.33   43.05  426  0.535
	14 34		15.73  15.32  475  0.174
	14 35		40.75  31.12  409  0.748
	14 36		39.78  25.29  436  0.974
	14 37		34.8   14.73  119  0.74 
	14 38		7.17   38.03  194  0.224
	14 39		18.93  11.53  333  0.159
	14 40		43.08  16.28  388  0.982
	14 41		49.52  31.45  155  0.245
	14 42		46.48  16.84  409  0.372
	14 43		23.68  24.94  295  0.112
	14 44		37.9   49.28  421  0.32 
	14 45		44.66  15.25  325  0.285
	14 46		5.29   17.48  418  0.94 
	14 47		5.82   16.27  328  0.685
	14 48		45.76  44.26  312  0.771
	14 49		16.04  29.61  314  0.21 
	14 50		27.16  44.66  423  0.913
	15 0		15.84  45.9   104  0.096
	15 1		24.55  12.09  244  0.436
	15 2		28.54  18.05  487  0.986
	15 3		44.06  49.19  169  0.898
	15 4		22.87  16.87  242  0.116
	15 5		8.28   33.2   448  0.866
	15 6		9.5    23.7   457  0.631
	15 7		29.41  32.28  347  0.23 
	15 8		34.33  44.51  150  0.225
	15 9		40.04  26.55  250  0.794
	15 10		49.29  41.26  373  0.068
	15 11		26.95  36.39  134  0.646
	15 12		23.94  28.97  417  0.224
	15 13		10.7   24.34  497  0.445
	15 14		12.24  34.95  331  0.223
	15 16		28.29  12.02  132  0.083
	15 17		30.71  32.54  432  0.413
	15 18		11.46  22.93  478  0.016
	15 19		9.18   34.1   183  0.154
	15 20		29.26  23.64  161  0.22 
	15 21		42.41  29.5   461  0.205
	15 22		32.74  40.98  371  0.49 
	15 23		27.45  20.44  476  0.175
	15 24		28.64  40.91  268  0.198
	15 25		17.91  16.97  216  0.882
	15 26		47.21  34.88  360  0.566
	15 27		48.63  35.72  191  0.914
	15 28		41.13  35.54  420  0.441
	15 29		17.45  49.56  169  0.977
	15 30		26.06  19.44  479  0.083
	15 31		43.64  17.56  318  0.726
	15 32		16.42  34.1   212  0.989
	15 33		13.32  42.06  187  0.873
	15 34		23.64  42.93  121  0.102
	15 35		34.98  45.73  424  0.269
	15 36		29.93  22.21  417  0.38 
	15 37		11.38  45.03  192  0.884
	15 38		21.45  42.69  256  0.787
	15 39		14.31  48.97  207  0.465
	15 40		18.7   38.34  330  0.908
	15 41		7.92   29.99  211  0.63 
	15 42		6.02   32.67  401  0.653
	15 43		44.76  34.77  426  0.236
	15 44		17.59  17.92  440  0.062
	15 45		20.62  36.08  352  0.943
	15 46		12.17  41.33  242  0.728
	15 47		11.56  33.87  427  0.43 
	15 48		38.4   24.99  335  0.468
	15 49		24.33  45.8   179  0.749
	15 50		47.56  10.0   353  0.9  
	16 0		39.53  43.57  253  0.001
	16 1		39.08  47.3   161  0.483
	16 2		47.49  34.11  476  0.42 
	16 3		12.42  24.74  112  0.137
	16 4		23.81  30.69  491  0.911
	16 5		28.69  24.99  157  0.83 
	16 6		9.53   20.23  130  0.719
	16 7		12.65  17.16  159  0.447
	16 8		8.19   44.33  480  0.612
	16 9		47.95  41.96  468  0.145
	16 10		7.56   20.82  218  0.691
	16 11		46.89  43.51  146  0.444
	16 12		15.5   22.7   210  0.318
	16 13		35.22  10.15  360  0.271
	16 14		11.83  39.41  232  0.787
	16 15		23.67  44.41  276  0.757
	16 17		46.24  14.29  131  0.702
	16 18		40.62  49.06  297  0.871
	16 19		41.36  42.56  381  0.46 
	16 20		7.12   47.56  152  0.998
	16 21		37.8   43.32  478  0.786
	16 22		5.25   21.21  195  0.52 
	16 23		38.29  18.95  279  0.678
	16 24		32.96  36.2   408  0.011
	16 25		9.48   23.65  334  0.543
	16 26		36.68  38.9   329  0.524
	16 27		39.95  30.22  367  0.05 
	16 28		34.83  29.89  495  0.338
	16 29		29.39  17.66  349  0.769
	16 30		20.33  14.44  473  0.92 
	16 31		7.85   24.47  131  0.606
	16 32		43.21  34.3   200  0.932
	16 33		46.85  31.01  385  0.971
	16 34		22.97  16.59  355  0.257
	16 35		26.55  42.31  262  0.568
	16 36		36.02  44.12  209  0.219
	16 37		5.4    29.69  175  0.677
	16 38		11.03  16.48  272  0.909
	16 39		6.13   40.74  349  0.958
	16 40		21.1   30.35  140  0.964
	16 41		29.57  20.46  274  0.491
	16 42		5.52   35.27  488  0.522
	16 43		36.08  49.12  101  0.25 
	16 44		14.3   20.25  137  0.239
	16 45		32.18  18.91  387  0.951
	16 46		30.33  34.38  379  0.302
	16 47		32.32  48.79  318  0.755
	16 48		10.48  10.55  492  0.748
	16 49		41.99  24.24  424  0.113
	16 50		44.91  45.77  266  0.971
	17 0		27.83  31.7   369  0.524
	17 1		11.45  14.84  220  0.654
	17 2		36.73  42.8   333  0.703
	17 3		11.04  14.26  280  0.432
	17 4		46.09  47.09  398  0.654
	17 5		32.42  22.24  331  0.753
	17 6		15.56  25.43  348  0.936
	17 7		16.8   43.75  126  0.955
	17 8		36.72  13.65  434  0.179
	17 9		47.61  40.2   270  0.251
	17 10		12.13  36.08  445  0.918
	17 11		15.13  37.03  114  0.831
	17 12		33.19  47.96  439  0.233
	17 13		28.95  35.5   114  0.241
	17 14		31.82  32.38  277  0.919
	17 15		18.44  42.23  370  0.383
	17 16		19.43  46.41  256  0.696
	17 18		19.35  44.41  250  0.235
	17 19		21.93  21.63  395  0.639
	17 20		22.66  19.5   271  0.386
	17 21		37.09  49.3   476  0.986
	17 22		18.53  40.14  340  0.419
	17 23		19.39  44.59  230  0.418
	17 24		7.1    36.04  100  0.193
	17 25		23.54  48.23  176  0.598
	17 26		6.59   24.22  179  0.599
	17 27		48.34  11.71  463  0.32 
	17 28		49.79  28.83  397  0.856
	17 29		5.58   31.79  208  0.34 
	17 30		25.35  11.0   193  0.747
	17 31		31.83  35.29  358  0.887
	17 32		28.5   22.85  238  0.971
	17 33		9.54   34.52  184  0.249
	17 34		30.6   37.3   434  0.595
	17 35		23.87  37.54  272  0.207
	17 36		24.41  32.1   216  0.758
	17 37		29.46  16.95  134  0.619
	17 38		5.53   20.55  337  0.61 
	17 39		21.09  40.54  436  0.245
	17 40		20.79  45.27  158  0.269
	17 41		29.05  17.96  396  0.512
	17 42		19.94  15.13  367  0.178
	17 43		6.54   48.62  416  0.986
	17 44		35.93  40.47  148  0.234
	17 45		46.24  29.64  279  0.274
	17 46		47.75  35.19  201  0.635
	17 47		12.78  33.79  332  0.78 
	17 48		13.08  11.67  455  0.835
	17 49		24.46  38.4   312  0.434
	17 50		31.38  19.49  285  0.362
	18 0		48.48  13.81  143  0.532
	18 1		23.5   47.96  237  0.206
	18 2		40.64  46.55  418  0.913
	18 3		11.4   24.22  158  0.686
	18 4		29.77  35.81  247  0.72 
	18 5		27.54  20.25  499  0.416
	18 6		33.32  34.49  132  0.512
	18 7		8.13   41.04  163  0.414
	18 8		40.23  41.17  352  0.215
	18 9		11.24  28.08  441  0.969
	18 10		9.03   27.91  343  0.318
	18 11		26.57  12.62  196  0.979
	18 12		12.25  34.52  396  0.712
	18 13		22.05  34.51  281  0.456
	18 14		33.21  41.73  423  0.701
	18 15		11.4   44.55  485  0.144
	18 16		26.44  25.99  419  0.615
	18 17		26.76  29.39  365  0.908
	18 19		10.22  12.74  294  0.723
	18 20		35.22  13.9   306  0.962
	18 21		30.14  25.81  456  0.23 
	18 22		5.67   47.53  101  0.43 
	18 23		17.97  19.37  177  0.387
	18 24		33.85  32.28  348  0.315
	18 25		48.73  19.38  216  0.247
	18 26		49.54  47.68  144  0.782
	18 27		5.27   35.11  330  0.969
	18 28		26.37  43.44  268  0.302
	18 29		9.62   37.71  391  0.279
	18 30		36.29  37.77  159  0.106
	18 31		35.44  13.75  306  0.89 
	18 32		9.82   10.03  495  0.13 
	18 33		49.57  10.26  306  0.586
	18 34		46.12  18.52  468  0.576
	18 35		41.61  46.56  210  0.077
	18 36		16.08  36.17  264  0.648
	18 37		15.2   46.96  355  0.828
	18 38		41.95  21.36  262  0.926
	18 39		25.77  27.8   440  0.536
	18 40		26.12  33.86  123  0.46 
	18 41		19.4   11.91  307  0.361
	18 42		16.5   45.07  408  0.969
	18 43		8.24   14.58  165  0.087
	18 44		42.05  31.44  242  0.102
	18 45		33.51  28.02  429  0.629
	18 46		7.56   30.66  347  0.418
	18 47		44.83  11.62  387  0.311
	18 48		8.32   30.09  427  0.932
	18 49		20.89  27.49  317  0.362
	18 50		24.9   24.08  459  0.983
	19 0		8.07   32.33  381  0.65 
	19 1		17.73  29.54  361  0.61 
	19 2		48.06  39.43  378  0.12 
	19 3		43.74  34.12  440  0.019
	19 4		14.72  19.16  442  0.455
	19 5		45.46  44.86  294  0.91 
	19 6		36.41  40.31  466  0.711
	19 7		19.5   23.08  200  0.565
	19 8		38.69  11.32  441  0.716
	19 9		8.45   22.33  280  0.993
	19 10		12.95  40.39  122  0.165
	19 11		47.85  32.06  189  0.207
	19 12		8.25   37.16  281  0.569
	19 13		32.08  41.47  412  0.339
	19 14		18.12  43.35  452  0.692
	19 15		7.25   37.05  438  0.142
	19 16		14.1   34.01  229  0.069
	19 17		25.21  39.13  493  0.881
	19 18		5.59   23.38  230  0.622
	19 20		22.37  13.85  294  0.017
	19 21		46.28  12.13  305  0.949
	19 22		27.4   39.61  387  0.03 
	19 23		32.88  46.6   163  0.74 
	19 24		31.37  25.21  322  0.344
	19 25		19.07  12.65  185  0.636
	19 26		22.66  11.76  144  0.331
	19 27		40.68  16.52  198  0.484
	19 28		9.95   20.82  156  0.939
	19 29		49.19  45.44  339  0.137
	19 30		10.18  34.22  479  0.172
	19 31		39.04  45.42  250  0.993
	19 32		11.77  21.41  470  0.261
	19 33		10.75  22.11  428  0.083
	19 34		45.31  36.56  182  0.673
	19 35		38.47  46.88  206  0.391
	19 36		9.36   14.39  483  0.778
	19 37		8.81   23.78  462  0.072
	19 38		29.76  49.21  204  0.579
	19 39		39.41  47.96  148  0.698
	19 40		8.3    25.51  137  0.491
	19 41		47.16  23.49  383  0.93 
	19 42		19.52  34.95  272  0.122
	19 43		45.7   28.96  232  0.75 
	19 44		20.99  37.59  153  0.209
	19 45		30.45  12.7   476  0.034
	19 46		36.82  33.06  486  0.658
	19 47		49.45  19.76  443  0.317
	19 48		31.94  36.3   160  0.225
	19 49		47.59  31.6   450  0.892
	19 50		19.31  35.14  263  0.412
	20 0		30.26  24.64  355  0.77 
	20 1		34.62  10.1   169  0.732
	20 2		25.42  11.2   155  0.645
	20 3		46.2   33.56  413  0.612
	20 4		7.58   25.68  382  0.23 
	20 5		31.42  44.31  379  0.095
	20 6		31.95  47.47  333  0.63 
	20 7		10.27  43.61  393  0.416
	20 8		38.73  44.74  342  0.824
	20 9		29.84  37.89  391  0.92 
	20 10		29.1   20.77  404  0.61 
	20 11		39.68  40.55  210  0.698
	20 12		28.81  37.87  403  0.743
	20 13		18.59  24.09  468  0.505
	20 14		48.37  25.39  321  0.189
	20 15		32.05  24.48  150  0.582
	20 16		33.15  49.6   410  0.076
	20 17		26.59  24.16  135  0.059
	20 18		18.16  24.59  448  0.626
	20 19		6.66   48.52  474  0.989
	20 21		26.19  49.99  238  0.663
	20 22		46.8   24.22  195  0.555
	20 23		20.54  23.48  392  0.019
	20 24		19.49  14.98  204  0.258
	20 25		18.34  30.82  468  0.647
	20 26		10.46  37.98  245  0.295
	20 27		8.11   26.11  469  0.145
	20 28		35.2   32.63  129  0.434
	20 29		40.59  21.94  310  0.632
	20 30		46.07  49.92  292  0.703
	20 31		13.3   20.43  229  0.914
	20 32		12.22  49.71  426  0.2  
	20 33		40.38  28.34  403  0.642
	20 34		40.0   49.84  220  0.025
	20 35		35.59  13.54  184  0.083
	20 36		27.35  31.69  206  0.421
	20 37		9.11   24.22  206  0.456
	20 38		25.07  48.26  438  0.711
	20 39		13.65  47.29  164  0.924
	20 40		33.62  34.01  492  0.537
	20 41		5.99   24.88  477  0.108
	20 42		8.76   30.21  410  0.78 
	20 43		48.14  13.12  363  0.04 
	20 44		10.96  46.54  297  0.934
	20 45		5.51   34.56  235  0.37 
	20 46		39.05  45.41  380  0.256
	20 47		33.45  29.87  188  0.239
	20 48		27.62  35.63  318  0.434
	20 49		39.48  20.55  243  0.753
	20 50		16.3   26.51  218  0.223
	21 0		49.59  18.35  342  0.216
	21 1		40.0   11.13  235  0.503
	21 2		34.78  49.92  220  0.862
	21 3		37.93  38.18  269  0.352
	21 4		24.1   32.67  132  0.454
	21 5		5.31   14.04  370  0.435
	21 6		41.43  31.12  297  0.499
	21 7		31.28  49.42  284  0.04 
	21 8		40.82  21.37  467  0.128
	21 9		27.25  35.05  474  0.912
	21 10		27.88  21.78  338  0.397
	21 11		41.97  18.55  109  0.288
	21 12		23.08  37.06  408  0.612
	21 13		34.3   44.65  405  0.069
	21 14		16.23  32.62  144  0.778
	21 15		23.77  46.03  400  0.804
	21 16		17.85  29.48  201  0.557
	21 17		11.88  27.02  266  0.782
	21 18		9.96   45.7   477  0.769
	21 19		25.96  22.25  138  0.245
	21 20		18.26  30.95  482  0.492
	21 22		14.17  39.75  262  0.409
	21 23		38.82  13.62  316  0.028
	21 24		13.51  40.21  455  0.491
	21 25		22.11  37.89  396  0.468
	21 26		14.31  12.12  172  0.318
	21 27		19.56  25.05  184  0.396
	21 28		41.37  11.55  334  0.54 
	21 29		13.6   25.12  167  0.211
	21 30		37.28  14.2   209  0.591
	21 31		7.77   26.32  349  0.699
	21 32		6.22   26.62  224  0.783
	21 33		26.07  49.44  205  0.679
	21 34		8.88   23.97  427  0.387
	21 35		42.85  31.62  117  0.82 
	21 36		39.31  40.92  372  0.452
	21 37		32.93  10.23  377  0.674
	21 38		36.2   20.98  285  0.208
	21 39		5.98   41.93  338  0.195
	21 40		18.0   10.36  174  0.651
	21 41		14.83  39.95  469  0.712
	21 42		36.66  28.29  479  0.49 
	21 43		28.46  47.64  265  0.145
	21 44		16.23  13.38  330  0.776
	21 45		23.55  13.12  462  0.485
	21 46		16.47  19.9   480  0.972
	21 47		8.22   34.22  251  0.65 
	21 48		22.76  42.44  456  0.272
	21 49		36.99  48.17  409  0.592
	21 50		32.01  14.61  153  0.428
	22 0		9.54   20.03  323  0.35 
	22 1		23.16  37.58  386  0.61 
	22 2		47.82  33.15  386  0.64 
	22 3		44.01  14.48  346  0.466
	22 4		23.08  18.15  262  0.976
	22 5		13.73  31.26  397  0.537
	22 6		29.35  28.69  333  0.804
	22 7		24.9   27.29  219  0.875
	22 8		32.9   15.45  290  0.41 
	22 9		46.46  36.23  116  0.252
	22 10		7.48   29.68  499  0.188
	22 11		17.55  48.01  348  0.994
	22 12		49.93  15.8   363  0.659
	22 13		46.02  29.88  336  0.65 
	22 14		11.54  47.13  270  0.527
	22 15		37.12  32.35  198  0.375
	22 16		9.2    43.15  303  0.363
	22 17		34.8   23.5   338  0.75 
	22 18		9.74   26.68  334  0.84 
	22 19		12.68  16.54  406  0.69 
	22 20		46.42  30.69  263  0.933
	22 21		49.98  18.81  236  0.485
	22 23		46.8   17.41  402  0.856
	22 24		44.61  28.34  377  0.717
	22 25		14.03  47.12  401  0.871
	22 26		44.48  11.82  380  0.101
	22 27		25.69  38.67  158  0.438
	22 28		38.84  16.11  303  0.099
	22 29		45.97  13.03  423  0.128
	22 30		34.51  13.41  107  0.867
	22 31		37.41  35.5   141  0.549
	22 32		31.63  25.55  279  0.502
	22 33		8.38   14.67  109  0.132
	22 34		6.32   35.16  137  0.558
	22 35		48.21  45.58  416  0.308
	22 36		43.1   15.71  499  0.01 
	22 37		35.44  46.25  173  0.377
	22 38		45.86  27.16  155  0.711
	22 39		24.69  43.57  343  0.458
	22 40		37.53  29.02  321  0.792
	22 41		33.87  39.76  265  0.692
	22 42		19.29  12.43  474  0.74 
	22 43		6.77   22.83  306  0.723
	22 44		35.05  28.5   428  0.644
	22 45		43.67  23.79  212  0.147
	22 46		9.47   17.72  232  0.472
	22 47		11.38  12.85  167  0.978
	22 48		42.07  39.82  341  0.762
	22 49		15.92  31.74  352  0.931
	22 50		5.67   34.53  373  0.539
	23 0		17.43  36.85  473  0.4  
	23 1		14.16  29.46  153  0.055
	23 2		8.82   24.47  408  0.772
	23 3		37.8   47.16  176  0.055
	23 4		23.3   12.89  194  0.216
	23 5		21.79  26.13  437  0.442
	23 6		11.97  37.01  203  0.667
	23 7		37.12  26.78  449  0.556
	23 8		5.75   35.53  100  0.572
	23 9		13.43  23.82  159  0.873
	23 10		47.47  12.72  452  0.459
	23 11		12.77  17.33  454  0.39 
	23 12		21.65  48.22  435  0.797
	23 13		37.52  44.6   352  0.641
	23 14		34.92  15.26  393  0.571
	23 15		49.46  43.21  373  0.922
	23 16		48.04  31.02  272  0.4  
	23 17		17.22  39.83  312  0.875
	23 18		28.43  32.94  385  0.278
	23 19		19.01  33.04  339  0.869
	23 20		26.83  29.08  132  0.165
	23 21		29.73  15.23  220  0.306
	23 22		5.73   25.87  316  0.072
	23 24		5.56   48.18  214  0.808
	23 25		48.27  30.56  427  0.167
	23 26		23.16  48.48  139  0.791
	23 27		29.98  36.23  458  0.956
	23 28		36.43  35.52  184  0.161
	23 29		39.52  43.48  319  0.405
	23 30		25.63  43.01  170  0.299
	23 31		11.72  38.38  180  0.79 
	23 32		12.53  16.91  196  0.206
	23 33		27.97  34.95  199  0.77 
	23 34		36.44  41.15  491  0.266
	23 35		40.77  32.67  113  0.998
	23 36		25.56  15.77  400  0.197
	23 37		8.13   17.49  382  0.413
	23 38		12.77  28.53  222  0.164
	23 39		26.21  10.36  258  0.612
	23 40		20.25  14.68  121  0.354
	23 41		33.06  11.72  424  0.906
	23 42		40.13  31.93  125  0.039
	23 43		13.59  21.11  125  0.072
	23 44		33.95  41.63  321  0.033
	23 45		18.52  28.15  297  0.579
	23 46		9.38   43.48  452  0.056
	23 47		44.91  37.52  229  0.514
	23 48		9.79   27.09  123  0.138
	23 49		13.11  13.9   458  0.013
	23 50		24.03  46.9   291  0.285
	24 0		26.75  25.92  495  0.783
	24 1		36.38  40.98  426  0.295
	24 2		29.42  18.87  260  0.774
	24 3		16.68  39.84  422  0.372
	24 4		24.76  47.95  205  0.403
	24 5		18.14  41.2   440  0.717
	24 6		38.55  15.13  411  0.744
	24 7		24.37  10.43  271  0.376
	24 8		15.56  39.64  106  0.551
	24 9		38.19  16.97  207  0.007
	24 10		13.75  19.46  178  0.676
	24 11		26.43  39.34  363  0.278
	24 12		38.75  15.47  369  0.499
	24 13		29.28  37.98  108  0.432
	24 14		20.69  41.73  476  0.414
	24 15		49.67  43.28  440  0.825
	24 16		33.61  38.97  229  0.133
	24 17		44.79  46.96  139  0.89 
	24 18		24.57  42.21  398  0.406
	24 19		28.65  29.28  358  0.368
	24 20		26.6   34.7   336  0.064
	24 21		29.43  18.74  343  0.476
	24 22		7.42   16.85  255  0.649
	24 23		43.32  24.29  332  0.458
	24 25		18.52  39.22  216  0.619
	24 26		11.45  16.37  110  0.496
	24 27		10.32  14.13  368  0.608
	24 28		47.76  44.64  104  0.75 
	24 29		40.93  47.31  127  0.325
	24 30		45.07  27.51  497  0.812
	24 31		47.5   21.38  329  0.531
	24 32		38.44  40.76  248  0.613
	24 33		43.26  14.55  102  0.596
	24 34		29.34  49.96  176  0.25 
	24 35		29.06  33.39  353  0.86 
	24 36		45.16  29.41  447  0.192
	24 37		25.36  28.83  432  0.119
	24 38		27.26  27.04  375  0.103
	24 39		41.69  36.65  211  0.209
	24 40		8.14   18.04  121  0.082
	24 41		5.34   47.06  109  0.837
	24 42		12.47  24.2   143  0.702
	24 43		33.42  15.77  419  0.815
	24 44		46.82  31.48  163  0.938
	24 45		25.06  15.1   235  0.922
	24 46		33.4   18.06  125  0.693
	24 47		8.33   27.81  316  0.196
	24 48		46.17  37.93  197  0.312
	24 49		5.85   45.39  493  0.73 
	24 50		18.74  46.59  124  0.814
	25 0		48.52  41.68  410  0.445
	25 1		30.87  40.29  396  0.097
	25 2		30.45  31.46  454  0.233
	25 3		30.88  27.02  413  0.168
	25 4		36.07  46.24  487  0.671
	25 5		48.51  37.67  341  0.978
	25 6		34.98  20.13  461  0.022
	25 7		44.61  37.41  345  0.337
	25 8		5.33   22.7   339  0.469
	25 9		7.04   36.14  157  0.993
	25 10		35.98  25.69  465  0.882
	25 11		32.33  14.11  188  0.752
	25 12		34.82  20.81  322  0.211
	25 13		26.99  49.16  469  0.809
	25 14		45.34  31.01  437  0.003
	25 15		40.68  23.64  227  0.248
	25 16		6.34   24.65  162  0.342
	25 17		39.48  23.37  461  0.966
	25 18		6.28   16.78  170  0.095
	25 19		22.52  28.76  406  0.266
	25 20		46.14  40.56  415  0.911
	25 21		16.85  13.97  478  0.218
	25 22		22.95  16.47  360  0.376
	25 23		40.95  39.52  456  0.582
	25 24		44.24  16.49  480  0.148
	25 26		47.83  35.72  215  0.676
	25 27		45.46  16.14  430  0.352
	25 28		32.25  46.47  463  0.241
	25 29		25.65  43.7   346  0.378
	25 30		8.29   38.85  282  0.281
	25 31		18.43  40.59  218  0.634
	25 32		29.76  10.08  442  0.952
	25 33		5.58   22.4   321  0.051
	25 34		36.03  25.18  185  0.282
	25 35		21.27  25.22  127  0.35 
	25 36		34.35  28.01  252  0.074
	25 37		14.62  17.98  463  0.916
	25 38		36.33  36.85  110  0.021
	25 39		14.27  44.67  126  0.55 
	25 40		36.65  12.59  401  0.413
	25 41		21.94  35.43  324  0.1  
	25 42		48.02  11.37  251  0.972
	25 43		19.87  36.46  415  0.429
	25 44		47.12  36.2   336  0.674
	25 45		43.11  23.92  151  0.72 
	25 46		8.98   29.59  206  0.269
	25 47		28.43  12.44  369  0.823
	25 48		31.69  38.69  312  0.304
	25 49		46.15  42.07  434  0.395
	25 50		49.96  11.49  317  0.363
	26 0		8.41   44.79  140  0.837
	26 1		34.85  33.85  445  0.683
	26 2		33.56  22.35  314  0.396
	26 3		43.55  40.78  178  0.295
	26 4		12.47  45.79  461  0.725
	26 5		6.72   25.71  311  0.529
	26 6		38.44  36.77  434  0.053
	26 7		15.91  34.86  394  0.757
	26 8		20.24  24.25  345  0.706
	26 9		31.16  27.45  263  0.094
	26 10		34.69  10.54  487  0.927
	26 11		44.78  11.08  349  0.914
	26 12		15.14  23.47  386  0.655
	26 13		37.17  17.2   433  0.269
	26 14		11.34  28.75  297  0.408
	26 15		39.83  48.82  151  0.818
	26 16		49.44  37.61  426  0.698
	26 17		46.7   34.18  197  0.702
	26 18		17.55  25.9   331  0.849
	26 19		36.8   26.29  373  0.288
	26 20		19.19  11.28  205  0.213
	26 21		7.12   44.74  427  0.316
	26 22		20.28  25.56  495  0.799
	26 23		23.02  31.26  497  0.939
	26 24		10.4   41.5   253  0.719
	26 25		41.48  15.67  230  0.861
	26 27		39.27  26.71  114  0.182
	26 28		27.96  28.67  147  0.544
	26 29		29.29  22.5   368  0.334
	26 30		13.39  23.88  324  0.249
	26 31		43.5   49.74  175  0.695
	26 32		19.97  28.04  180  0.542
	26 33		49.79  44.77  144  0.617
	26 34		19.36  36.19  419  0.413
	26 35		43.08  24.24  421  0.651
	26 36		44.4   41.0   122  0.818
	26 37		42.86  12.09  391  0.065
	26 38		27.8   39.06  494  0.883
	26 39		33.58  26.15  433  0.83 
	26 40		11.02  14.8   333  0.229
	26 41		34.31  26.3   317  0.282
	26 42		9.93   28.66  318  0.137
	26 43		35.02  34.87  219  1.0  
	26 44		42.28  31.17  393  0.443
	26 45		27.6   48.8   329  0.392
	26 46		46.91  27.15  295  0.148
	26 47		15.46  25.57  127  0.981
	26 48		49.32  10.62  422  0.012
	26 49		38.56  14.91  405  0.806
	26 50		42.58  30.63  245  0.441
	27 0		38.36  21.92  369  0.275
	27 1		39.01  40.62  425  0.367
	27 2		8.95   44.12  449  0.572
	27 3		43.22  24.24  412  0.94 
	27 4		33.43  18.19  382  0.281
	27 5		29.05  16.31  110  0.529
	27 6		39.91  34.01  201  0.08 
	27 7		42.61  18.68  440  0.004
	27 8		36.42  38.32  258  0.528
	27 9		30.47  37.5   348  0.23 
	27 10		17.01  14.79  472  0.655
	27 11		8.74   12.95  454  0.227
	27 12		7.42   34.65  249  0.677
	27 13		27.61  39.21  232  0.759
	27 14		29.03  41.43  149  0.627
	27 15		31.77  38.3   207  0.915
	27 16		12.58  18.88  350  0.502
	27 17		23.93  25.94  341  0.126
	27 18		6.49   28.89  500  0.075
	27 19		12.97  44.73  356  0.219
	27 20		24.13  49.93  407  0.402
	27 21		7.0    14.09  469  0.384
	27 22		12.48  40.03  344  0.056
	27 23		27.78  41.77  151  0.786
	27 24		23.21  37.05  217  0.37 
	27 25		48.99  14.79  441  0.112
	27 26		12.21  32.18  230  0.551
	27 28		30.06  27.61  244  0.703
	27 29		37.48  44.83  491  0.926
	27 30		21.53  10.03  138  0.617
	27 31		9.36   30.63  215  0.845
	27 32		47.42  12.66  255  0.852
	27 33		35.34  31.1   414  0.315
	27 34		6.65   29.0   217  0.18 
	27 35		32.02  25.8   396  0.09 
	27 36		36.94  37.8   201  0.013
	27 37		8.72   22.89  372  0.291
	27 38		20.74  20.28  328  0.728
	27 39		36.0   17.65  442  0.829
	27 40		10.98  47.79  403  0.318
	27 41		26.73  15.02  460  0.338
	27 42		13.13  17.62  201  0.523
	27 43		33.93  35.57  393  0.649
	27 44		48.34  21.38  182  0.332
	27 45		48.7   25.78  458  0.264
	27 46		21.11  48.6   187  0.306
	27 47		10.14  33.63  323  0.875
	27 48		33.25  19.19  418  0.717
	27 49		28.33  11.97  251  0.357
	27 50		26.7   49.28  335  0.913
	28 0		20.64  45.6   343  0.995
	28 1		36.92  10.14  268  0.95 
	28 2		32.67  12.29  162  0.54 
	28 3		36.52  23.33  416  0.476
	28 4		21.19  15.21  162  0.658
	28 5		24.45  17.11  138  0.084
	28 6		27.07  30.68  236  0.705
	28 7		49.61  29.0   349  0.79 
	28 8		22.71  21.7   371  0.514
	28 9		38.41  10.16  170  0.271
	28 10		25.05  16.7   306  0.279
	28 11		17.34  42.09  448  0.214
	28 12		28.57  33.9   470  0.747
	28 13		6.35   10.72  470  0.331
	28 14		19.56  49.92  263  0.121
	28 15		6.02   45.33  324  0.053
	28 16		42.98  26.26  207  0.091
	28 17		14.26  39.87  241  0.778
	28 18		40.2   42.28  251  0.458
	28 19		23.51  26.98  179  0.771
	28 20		32.39  39.55  148  0.629
	28 21		49.96  34.77  334  0.992
	28 22		10.56  22.8   437  0.551
	28 23		23.32  27.96  314  0.359
	28 24		14.96  11.32  258  0.791
	28 25		22.25  28.36  319  0.401
	28 26		31.1   27.97  338  0.881
	28 27		37.58  33.33  269  0.375
	28 29		40.39  44.54  373  0.228
	28 30		34.34  15.44  475  0.962
	28 31		43.82  28.2   489  0.611
	28 32		30.87  41.15  200  0.697
	28 33		23.18  46.56  154  0.872
	28 34		32.42  21.32  337  0.409
	28 35		17.09  39.33  391  0.124
	28 36		20.48  12.71  471  0.892
	28 37		10.42  36.32  476  0.01 
	28 38		45.14  26.87  474  0.852
	28 39		27.69  15.68  260  0.528
	28 40		31.09  20.94  342  0.455
	28 41		16.88  49.83  366  0.545
	28 42		48.0   31.19  307  0.313
	28 43		47.6   41.04  156  0.785
	28 44		34.53  35.81  171  0.461
	28 45		46.37  41.78  237  0.312
	28 46		47.93  13.76  321  0.627
	28 47		27.88  29.9   209  0.759
